Review,AMBIENCE#GENERAL,FOOD#PRICES,FOOD#QUALITY,SERVICE#GENERAL
"Bún đậu vẫn chưa hết hấp dẫn 😋😋 bún ở đây cắt đẹp mắt và dc nắm rất chặt, ko vó mùi hôi của bún. Thịt thì ít mỡ và cắt ko quá mỏng kkk. Chả cốm thì giòn, nhưng ko đặc biệt lắm, hơi dầu mỡ xíu. Đậu hủ là quan trọng nhất nhưng chiên ko giòn, và ko quá ngon nhưng được cái rất thơm. Rau thì tươi và cho nhiều. Mắm tôm thì hơi lỏng, mình thích loại hơi sệt xíu. Nhìn chung cũng tạm ổn đó, giá cả phải chăng nữa. Hai người ăn thì tầm 120 nếu thêm trà đá kkk.",0,0,3,0
Bún gạo sò điệp con nào con náy to thiệt to với bào ngư nữa. Rất ngon mà giá hơi mắc nhưg đồ ăn rất chất lượng nên mọi người yên tâm 👌🏻 Bạn nào muốn thử thì ghé ❤️,0,2,1,0
"bún mắm miền Tây là xưa rồi, giờ thì có bún mắm miền tui nè. :D - trích lời chủ quán, đúng là hài hước từ cái tên đến tính tình chủ quán. :D",0,0,0,1
"bún mắm nêm thập cẩm, 25k, phải chạy xe sâu vào cuối hẻm mới là quán gốc.ăn thường xuyên ở đây.",0,3,0,0
"Bún mắm ngon, giá cả tương xứng chất lượng. Mình gọi 2 tô đều không lấy chả. Giá mỗi tô 35k, gồm: tôm, mực, thịt heo nạt cắt lát và heo quay. Tất cả đều tươi ngon. Rau tươi xanh và nhiều nữa, đủ ăn luôn không phải xin thêm. Có: rau muống, bắp chuối, giá, rau đắng, súng, và rau thơm - đủ đầy hết. Mắm me vừa miệng lắm, không quá chua cũng không quá ngọt. Nói chung chấm cùng tôm, mực, thịt và rau hết sẩy luôn. Vì biết trước là hẻm nên thành ra cũng dễ tìm. Mà sao thấy cô chú bán hàng có vẻ không vui,làm mình nhìn thấy cũng hơi sợ sợ. Mấy bạn đi ăn nhớ đem sẵn khăn giấy theo, trên bàn không có đâu í.",0,1,1,2
"Bún mắm ở đây được nè, nước dùng đậm đà và rất nhiều đồ ăn nhé, tôm mực cá tươi ngon, chả cá dai dai...ăn kèm mắm me là số 1 :)",0,0,1,0
"Bún mắm ở đây ngon nhờ nước lèo, ko bị mặn quá hay ngọt quá😆, túm lại là rất vừa miệng. Còn đồ ăn thì hơi thất vọng vì ít loại, có tôm chả heo quay thôi, ko có mực nhỉ?  Rau thì cũng nhiều nhưng chưa đc đầy đủ. Gọi thêm cái đầu cá cho đủ bộ, đầu cá béo và nhiều thịt lắm. 2 người ăn bún th thì 90k là đủ.",0,3,1,0
"Bún mọc dọc mùng.Bún ngon, nhiều mọc nhiều thịt.Mà chỉ có 20k thôi",0,1,1,0
"Bún mọc ngon, quán này có tiếng lâu năm rồi đó, bảo đảm ăn là thích ^^. Mình mê bún mọc nhất, hồi nhỏ đc mẹ dắt đi ăn xong ghiền luôn. Bún mọc ở đây tính ra ko mắc đâu, vì 1 tô siêu nhiều, đủ loại chả, mọc thì to và dai. Nước lèo ngọt xương, mình ăn ko bị say bột ngọt nữa. Phục vụ cũng nhanh, ra thì bị tính 5k gửi xe. Hơi bực. 2 người 100k là ok nha.",0,3,1,1
"Bún ngan ngon rẻ nè cả nhà!1 bát chỉ có 25k, rất vừa miệng. Ko bị chua quá. Đặc biệt là dùng măng tươi, đúng kiểu mình thích vì măng khô dai quá. Ngan cho nhiều, ngan rất ngon,nhiều thịt và ko ngấy mỡ. Ai ko thích bún có thể gọi miến.2 người hết 50k thôi. @Sơn Xỳ",0,1,1,0
"Bún ngan ngon tuyệt vời, thịt ngọt mà k bị bã nhé30k/bát ăn tối ngon lunnn thêm tý quẩy là hết nấc.",0,3,1,0
"Bún ngon là nhờ phần lớn ở chả. Chả miếng ở quán thường dùng thịt ba chỉ (ba rọi) thái mỏng ướp gia vị tương tự chả viên và nướng vàng trên than củi. Khi ăn thịt không chỉ thơm, ngọt tự nhiên mà khi nhai còn có cảm giác rất giòn trong miệng, không ngán. Đồ chua ăn kèm ngon, giòn, vị chua ngọt vừa miệng. Rau rất tươi sạch, gọi thâm thoải mái. Nước chấm được pha chế vô cùng cầu kỳ và đương nhiên là ngon tuyệt rồi. Gía cả vừa túi tiền. Cô chủ vui tính, thân thiện.",0,0,1,1
"Bún ngon! Mắm nêm ở đây rất vừa miệng,tô thâp cẩm gồm tai heo,thịt luộc,thịt heo quay,chả bò siêu nhiều chỉ 35k. Được free cả khăn lạnh trà đá. Ở đây chuyên các món bún của miền trung. Quán sạch sẽ thoáng mát và nhân viên rất dễ thương lễ phép.Quán ở 145 Bàu Cát 2 Tân Bình.",1,1,1,1
"bún nhiều dã man, thịt ngập mặt, chả đầy mồm, rau một đĩa. Nói chung là ngonnnnn ạ :)))",0,0,1,0
Bún nước này vị rất lạ nha. Đặc biệt khi ăn cho thêm muối ớt vào thì đúng vị luôn đó. Cọng này không phải bún thường mà là bún gạo nên ăn không bị ngán mà còn thích hơn đó.,0,0,1,0
"Bún ở đây ngon mà rất vệ sinh..ăn lúc nào cũng thích hết ! Có 3-4 loại bún tất cả. Cộng bún to, trắng, miếng giò to chắc thịt, thơm, béo béo. Nước dùng đậm vị, ván mỡ lại nhiều. Giá bình dân, phục vụ nhanh lẹ, ko để bị chờ lâu.",0,0,1,1
"Bún ở đây ngon, nướng lèo ngọt, chả thơm ăn rất ngon, sứa ăn giòn giòn rất thích. Quán cũng thoáng và thoải mái, phục vụ nhanh nhẹn và nhiệt tình lắm. Giá cũng không quá mắc, trung bình 2 bạn ăn khoảng 100k nhé.",1,0,1,1
"Bún ở đây rất ngon, chắc ngày nào mình cũng ăn ở đây sao ý, chị chủ quán rất thân thiên xin thêm bún thêm nc thoải mái mà giá rẻ lắm luôn. Mn có thể đu vào ngõ 165 chùa bộc r rẽ phải sẽ thấy rất nhiều quán ăn, quán này ở kiot số 9 nhé!",0,1,1,1
"Bún ở đây theo mình thì ăn khá ngon, nước ngọt, trong, sợi bún nhỏ vừa ăn, thịt thơm, mềm, rau nhìn cũng sạch một tô bún cũng khá nhiều giá cả thì hơi cao một chút 60k nhưng mà chất lượng. Quán còn có các loại bánh nổi tiếng ở Huế nhưng hơi đắt nên cũng chưa ăn thử xem sao khi nào có điều kiện nhất định phải ăn cho biết.",0,3,1,0
"Bún ở đây vừa ngon vừa rẻ, ăn gì cũng chỉ 25k thôi.Có cả bánh đa nữa, rồi bún hải sản, bún mọc sườn,...Cua ít nhưng đúng cua luôn chứ k giả đậu phụ như nhiều nơi.Quán đối diện với gara oto màu vàng, cẩn thận k nhầm với mấy quán bên cạnh :))",0,1,1,0
bún ở ngõ rẽ tràng tiền ... quán ăn vào sâu trong ngõ .. bún thịt nướng thơm ngon,0,0,1,0
"Bún riêu 40 Lê Ngọc Hân, nước ngon thịt nhiều riêu thật, quan trọng là chị chủ quán vô cùng chiều khách... ❤️",0,0,1,1
"Bún riêu ngon 25k/tô, nước đậm đà tuy thoang thoảng mùi mắm (bạn chưa bao h bỏ mắm ruốc vào bún riêu ), thấy cũng k đến nỗi tệ . Topping như hình, cái riêu cua đc vo thành viên ngon nè, chả cá chiên cũng ngon. Phục vụ nhanh, gần chợ nên cũng thông cảm vấn đề vệ sinh, bàn gỗ thấp  ah tô hơi ít, thêm ly chè quán kế bên mới no sơ sơ@pe0z",2,3,1,1
"Bún riêu ốc Thanh Hải 30k/tô nước dùng thanh, thơm lừng mùi riêu cua, noia chung nếu thèm buan ốc kiểu Bắc thì cứ chỗ này mà thẳng tiến  ở đây còn có món ốc nhời thịt nổi tiếng lắm nhưng hôm mình ghé thì để quá nhiều tiêu làm mất hết vị của ốc ăn xong tiếc 60k >_<@mono9x",0,3,1,0
"Bún riêu siêu ngon, siêu rẻ...",0,1,1,0
"Bún riêu, cua, bò, giò, đậu ạ. Nước dùng khá đươc, vừa miệng. Quán sạch sẽ. Giá hơi nhỉnh hơn quán khác một chút",1,0,1,0
"Bún thịt nướng thập cẩm: 45kBún chả giò thị nướng: 40kBánh mì hấp: 45kThịt nướng và chả giò siêu nhiều, ăn no muốn xỉu. Thịt nướng thơm, không khô mà lại ít mỡ. Bánh mì hấp thịt bằm nhiều, rau ăn kèm một mâm nên không thấy ngán. Nước mắm vừa miệng. Quán nhỏ nhưng khá sạch sẽ, sáng sủa, phục vụ nhanh và nhiệt tình. Gửi xe miễn phí.",3,3,1,1
"Bún trộn được trộn với loại nước sốt đặc biệt với phong cách riêng của quán, thịt quay áp chảo, lạc, tôm tí xíu...",0,0,0,0
"Bún và phở là 2 món mik ăn mãi mà ko thấy chán nha :)))) phở chỗ này ngon thật luôn ý,đây là bát phơ sốt vang,quá ưa là đầy đặn ngon bổ rẻ :D.cư lần nào đi học qa đây mà còn dư thời gian là nhảy vào làm bát ấm lòng lun nhaa",0,1,1,0
"Bún/mỳ bò viên hẻm 116 Vườn chuối q3. 30k tô đặc biệt này. Có bò viên,chả, thịt bò bắp xắt lát. Ăn cùng với giá,hẹ,rau quế. Nước thanh, ai quen ăn đậm đà chắc k thik. Hồi xưa tầm 2008 bán 10k/tô chỉ có bún và bò viên thôi đó. Đúng kiểu buôn bán qua mỗi năm phải sáng tạo, cải tiến món ăn để đáp ứng nhu cầu của thực khách. #food #foodpic #foodporn #foodholic #yummy #delicious #vietnamesefood #streetfood #bún #instafood #ximuoireview #ximuoieat #lozi #lozisaigon #saigon #hochiminhcity #vietnam #market",0,3,1,0
"Bưng ra cái nhìn là mê r` :)) Công bằng mà nói thì nó k dở, nhưng mà cũng k phải đến mức ngon khen nức nở, trong phạm vi oke ăn được. Cá viên ướp vừa, cà ri thì hơi nhìu dầu mè qá, có xả nhưng k đủ bốc mùi thơm nồng, tính ra 1 dĩa vầy mà tới tận 38k hơi đắt @@. Quán rộng rãi sạch sẽ sáng sủa, ngay đầu hẻm dễ thấy. Giá 2 người trung bình tầm 100k",1,2,3,0
"Bước vào quán là không gian sạch sẽ, bác chủ quán thân thiên, hương thơm đặc trưng của xứ Huế đầy mê hoặc. Và đặc biệt món bún ngon dễ gây nghiên ♡♡♡♡😍😍",1,0,1,1
"Buổi sáng Sài Gòn ăn món Hà Nội. Hmmm, tại sao lại không nhỉ ^^ Nếu ở Hà Nội ta có Phở cuốn Ngũ Xã thì trong này cũng có phở cuốn vậy thôi. Nước chấm thanh thanh, ngọt vừa, thêm bánh phở mỏng tang beo béo nữa chứ. Kaka, mời cả nhà ăn sáng nào.#lozi #phocuon #nhoHaNoi",0,0,1,0
"Burger chỉ ở mức bình thường ko có gì đặc sắc mà quá mắc luôn. Bàn ghế ko dc lau chùi sạch sẽ, khách zô mà nhân viên còn chưa tới dọn. Wifi available mà ko kết nối dc, chán. Có kem ốc quế với khoai tây chiên ăn được được chút. Nói chung là ko hài lòng lắm.",2,2,3,2
"Cá béo...món này ưng ý ghê, địa chỉ sushi cho mấy bạn ở Thủ Đức. Lần sau sẽ quay lại thử các món khác",0,0,1,0
"Cá cơm tươi, rim vừa miệng, để được khá lâu nữaMón này ăn với đồ chua, làm gỏi hay ăn với cơm đều ngon. Nhà mình ăn cũng khoái món này.200gr là 60k, khá nhiều, để được lâu nên cứ an lai rai.Ở đây còn nhiều món đặc sản, đa số là hải sản nha. Có chả cá cũng ngon lắm.2 người tầm 120k.",0,1,1,0
"Cả đám rủ nhau đi ăn mì cay cho bằng được để xem đứa nào ăn được cay nhất. Mì cay ở đây để trong thố đá giữ nóng rất lâu, nước mì cay xè, cay hơn những chỗ khác nhé. 1 phần mì khá đầy đặn, có thịt bò, tôm, mực, xúc xích, nấm, kimchi nếu bạn gọi phần thập cẩm 49k. Quán kiểu ngồi bệt nên lúc ăn cũng thoải mái hơn nữa, mình rất thích quán này.",1,3,1,0
Cá đuối hấp chấm gan cá đuối. Ngon tuyệt,0,0,1,0
cá hồi nuôi sapa tuy hơi nhạt và k thơm = cá hồi nhập nhưng lẩu thì ngon đừng hỏi,0,0,1,0
"Cá lóc có màu vàng vàng, chắc là luộc + nướng sơ qua nên dai dai và ngọt thịt, chả cá thì bình thường. Nước lèo nêm vừa ăn, hành rất nhiều, cảm tưởng một chiều mưa cho thêm nửa hũ tiêu vô ăn là ""bật tung cảm cúm"" ngay và luôn. Xui cái là mình bệnh sau khi ăn tô này, chứ không là dc trải nghiệm cảm giác chảy nước giữa phố đông rồi :#3",0,0,3,0
"Cả mùa hè vừa rồi không hôm nào là tui quen ghé qua đâyyyy,tốn kém quá,cơ mà đi qua lỡ nhìn thấy không vào thì biết làm sao.hiu hiu :x",0,0,0,0
"Cà na to, tươi và ngọt thịt. Xào bơ cay siêu ngon. Bơ thơm lừng, cay cay. Chấm bánh mì đã lắm. Ngoài ra còn có tóp mỡ nữa. Tóp mỡ to rất chất lượng nha. Một dĩa khá nhiều. Ngon cực kì luôn.  Nv quán tốt hơn quán cũ, pv cũng chuyên nghiệp hơn.",0,0,1,1
"Cá nhân mình thấy đồ ăn ở đây ok, hợp với khẩu vị của người miền Nam vì nó kiểu đậm đà, ngọt xương, nước lèo công nhận là ngon nha. Mực thì cho khá, hủ tiếu mực nên mực là chủ đạo. Thịt viên mình thấy hơi mặn, nhưng cũng ok. 1 tô là đủ no rồi.",0,0,1,0
"Cà ri ờ quán này có món ăn kèm khá thú vị là bánh mì. Tất nhiên để cho ""đúng bài"", có thể gọi thêm cơm nị để ăn kèm với cà ri dê. Loại cơm nấu chung với nước dừa này thoạt nhìn có màu đỏ như xôi gấc, ăn vào thì đậm đà và rất hợp vị với cà ri dê. cari ăn cay cay ngon hít hà luôn ấy. 80 -200k/ phần nha. Mắc nhưng đáng.",0,3,1,0
"Các bạn không ăn cay được nhưng muốn thử mì cay, các bạn nên thử mức độ 1, còn lại nhân viên quán sẽ giới thiệu cho. Mình thì không thích cách phục vụ của quán, nhân viên không ghi rõ được và đưa nhầm món cho thực khách, lỗi cần khắc phục!! Ghi điểm đồ ăn ngon, giá vừa túi 🍜",0,1,1,2
Các em ý to trong lòng bàn tay ạ 💋 Tươi ngọt giòn ngon đầy ắp thơm mùi phô mai 👍🏻😝 ăn lúc nóng mới bê ra phê thôi rồi 😆😆35k/em nhé,0,3,1,0
"Các món ăn chất lượng, được trình bày đẹp mắt và nêm khá ngon làm mình không có cảm giác rất vừa miệng và thích luôn cả đồ chay. Không gian ấm cúng, nhân viên thân thiệt và nhiệt tình. Nhất định sẽ ghé lần nữa với gia đình.",1,0,1,1
"Các món trên hình theo thứ tự từ trên xuống dưới, từ trái qua phải: sủi cảo dầu giấm, mỳ thịt ba chỉ và nấm, mỳ bò chua cay, mỳ cà ri gà. Sợi mỳ tươi, dai, ngọt. Vị nước soup ngoài món chua cay vị chua hơi chua quá thì mấy món kia đều ngon, vừa miệng.",0,0,1,0
"Cách bài trí tạm ổn thôi, nhưng lúc ăn mới thấy ngon nè! Sợi mì Ý mềm, không bị cứng hay khó ăn, chứng tỏ đã chín hoàn hảo. Sốt thịt bò bao thơm, thơm mùi của thịt bò lẫn cà chua. Tự nhiên thèm mì Ý quá 😋",0,0,1,0
"Cách đây vài hôm có ăn cơm gà ở quán Tường Phát bên cạnh thấy khá ngon và chất nên giờ quay lại thử, nhưng thấy quán này ngay kế bên nên thui thử đổi gió coi sao....",0,0,1,0
Cái lẩu 170k 2 người ăn ko hết =))) phải nói là thịt bò qtqđ. Ngon lắm :)))),0,1,1,0
"cái này ăn bình thường hà, mà được cái đang có km nên rẻ.Khuyến mãi 35k 10 cái, thêm 9k ly nước ngọt refill, ko no nữa thôi luôn nha. Ở đây mình vẫn thấy ngon nhất là burger thôi hà.2 người tầm 100k nha, khuyến mãi liên miên.",0,1,3,0
"Cái này mình ăn ở vũng tàu, cùng chi nhánh!  Chẳng biết tại đói hay tại ngon, chắc cả 2 😂 rau tươi nhiều cá ngừ, sốt ok! Có ăn bò thập cảm nữa nêm nếm rất vừa ăn",0,0,1,0
"Cái này mình mua voucher trên hotdeal nè, có 87k thui mà đc 1 bít tết, 1 Lagu, 2 chén cháo bò, cũng ok lắm đó. Bò mềm ngon, giá rẻ nên chất lượng v là ok lắm rồi 👍🏽👍🏽 Điểm trừ là chú gửi xe khó ưa quá :)) Nhân viên thì cũng ổn nha, có 1 anh rất đẹp trai á :))",0,1,1,3
"Cái này nhìn giống rau câu hơn là tàu hủ, ăn giòn giòn mà siêu thơm luôn. Nước cốt dừa loãng, thơm, ngọt vừa không quá gắt, ăn rất mát. Nhân viên phục vụ siêu nhanh, không biết là có làm sẵn không chứ mình vừa mới order chút xíu là có liền.",0,0,1,1
